"label","text"
"enojo_frustracion","Me saca de onda que en las fiestas nadie piense en lo que yo puedo comer"
"enojo_frustracion","Me enoja no poder hacer ejercicio como quisiera por el dolor en los pies"
"enojo_frustracion","Me desespera tener que depender de pastillas para todo"
"enojo_frustracion","Me frustra que mi familia no entienda que no es fácil controlar esto"
"enojo_frustracion","Estoy harto de esta dieta"
"culpa_verguenza","Siento que me lo busqué por no cuidarme antes"
"culpa_verguenza","Me da vergüenza que mis hijos se preocupen por mí a cada rato"
"culpa_verguenza","Me siento muy mal cuando me como algo que no debo"
"culpa_verguenza","Creo que no me cuidé bien de joven y ahora estoy pagando las consecuencias"
"culpa_verguenza","Me avergüenza tener que picarme el dedo en público"
"culpa_verguenza","Siento que le fallé a mi familia por enfermarme de esto"
"culpa_verguenza","Me da pena que en el trabajo sepan que tengo diabetes"
"culpa_verguenza","Me siento muy culpable cuando se me olvida tomar el medicamento"
"culpa_verguenza","Creo que si hubiera hecho caso antes no estaría así"
"culpa_verguenza","Me da vergüenza pedir en los restaurantes que me cambien el platillo"
"culpa_verguenza","Siento que soy una carga para mi esposa por todo lo que tiene que hacer por mí"
"culpa_verguenza","Me castigué mucho cuando me salí de la dieta en las posadas"
"culpa_verguenza","Me da pena decirle al médico que no me he cuidado bien este mes"
"culpa_verguenza","Siento que todo es mi culpa"
"culpa_verguenza","Me avergüenza que mi familia vea cuando me tiemblan las manos por la glucosa"
"negación_incredulidad","El doctor exagera"
"negación_incredulidad","A veces pienso que se equivocaron en el diagnóstico porque no siento nada"
"negación_incredulidad","Yo no como tanto azúcar"
"negación_incredulidad","Me siento perfectamente bien"
"negación_incredulidad","Creo que con una dieta de un mes me voy a curar y ya no voy a necesitar pastillas"
"negación_incredulidad","No le hago caso al glucómetro porque creo que está mal calibrado"
"negación_incredulidad","Mi compadre tuvo diabetes y se curó"
"negación_incredulidad","Yo no sigo la dieta estricta porque creo que tampoco es para tanto"
"negación_incredulidad","A veces dejo de tomar el medicamento porque siento que ya estoy bien"
"negación_incredulidad","No entiendo por qué el médico se preocupa tanto si me veo sano"
"negación_incredulidad","Creo que el médico me pone a dieta de más"
"negación_incredulidad","No creo que me tenga que cuidar tanto si no tengo síntomas"
"negación_incredulidad","Yo conozco a gente con diabetes que vive normal sin tanto rollo"
"negación_incredulidad","Me parece exagerado todo el tratamiento si me siento bien"
"negación_incredulidad","Todavía no acepto que esto es para toda la vida"
"agotamiento_desesperanza","Ya me cansé de pincharme"
"agotamiento_desesperanza","Siento que no tiene caso seguir esforzándome si igual no mejoro"
"agotamiento_desesperanza","Estoy muy agotado de luchar contra esta enfermedad todos los días"
"agotamiento_desesperanza","Ya no tengo fuerzas para seguir con la dieta"
"agotamiento_desesperanza","Me siento derrotado"
"agotamiento_desesperanza","Ya no veo salida"
"agotamiento_desesperanza","Me cansé de ir al médico y que me digan lo mismo de siempre"
"agotamiento_desesperanza","Siento que ya no puedo más"
"agotamiento_desesperanza","Ya no quiero seguir tomando tantas pastillas"
"agotamiento_desesperanza","Me rindo"
"agotamiento_desesperanza","Siento que mi cuerpo ya no responde aunque me cuide"
"agotamiento_desesperanza","Ya no tengo energía ni para hacer las cosas de la casa"
"agotamiento_desesperanza","Me siento tan cansado que a veces prefiero no pensar en la diabetes"
"agotamiento_desesperanza","Llevó tanto tiempo cuidándome que ya no sé para qué"
"agotamiento_desesperanza","Ya no tengo esperanza de que esto mejore"
"soledad_aislamiento","En las reuniones ya no puedo comer igual que todos y me siento muy raro"
"soledad_aislamiento","Siento que nadie me entiende de verdad lo que es vivir con esto"
"soledad_aislamiento","Me dejé de juntar con mis amigos porque en todas las reuniones hay comida que no puedo comer"
"soledad_aislamiento","Me siento muy solo con esta enfermedad aunque tenga a mi familia"
"soledad_aislamiento","Nadie en mi familia tiene diabetes y no saben lo que se siente"
"soledad_aislamiento","Ya casi no salgo porque me da pena tener que estar checando mis niveles en público"
"soledad_aislamiento","En las posadas me siento excluido porque no puedo comer ni tomar como los demás"
"soledad_aislamiento","Siento que me volví diferente a todos desde que me diagnosticaron"
"soledad_aislamiento","Me cuesta mucho trabajo hablar de esto con alguien"
"gratitud","gracias a dios tengo a mi familia y mis medicamentos estan controlados"
"gratitud","estoy muy agradecido con mi medico me a explicado todo con mucha pasiencia siempre"
"gratitud","le doy gracias a dios de seguir aqui a pesar de tener la diabetis"
"gratitud","me siento muy afortunado de que mi familia me apoya tanto en todo esto"
"gratitud","agradesco mucho que el imss me de los medicamentos gratis porque si no no podria"
"gratitud","gracias a que me detectaron a tiempo pude controlarla antes de que se complicara mucho"
"gratitud","le agradesco mucho a mi esposa que cambia mis resetas para que pueda comer rico"
"gratitud","me siento muy bendecido de poder seguir trabajando a pesar de mi enfermeda"
"gratitud","agradesco tener vecinos que me lleban al medico quando no puedo ir solo"
"gratitud","le doy gracias a dios que mis riñones estan bien todavia segun los analisas"
"gratitud","estoy muy agradecido de que mis ijos aprendieran a cocinar saludable por mi"
"gratitud","me siento muy afortunado de que mi diabetis se controla con pastillas y no con insulina"
"gratitud","agradesco mucho aber encontrado este grupo donde puedo ablar de lo que siento"
"gratitud","le doy gracias a la vida de que a pesar de todo sigo disfrutando a mis nietos"
"gratitud","estoy muy agradecido con mi doctor que siempre me escucha sin regarme"
"gratitud","gracias a dios que mis ojos todavia estan bien segun el oftalmoloco que me vio"
"gratitud","le agradesco mucho a mi ija que se toma el tiempo de llebarme al medico cada mes"
"gratitud","me siento muy bendecido de poder caminar todavia sin dolor ni nada"
"gratitud","agradesco que mi esposa aprenda conmigo todo lo de la diabetis para apoyarme"
"gratitud","le doy gracias a dios que el cardiologo dijo que mi corazon esta muy bien"
"gratitud","estoy muy agradecido de que mis nietos entiendan que el abuelito tiene que cuidarse"
"gratitud","me siento afortunado de tener seguro medico para los medicamentos"
"gratitud","agradesco mucho que mi medico me de tiempo para preguntarle todo lo que nesecito"
"gratitud","le doy gracias a la vida por cada dia que me despierto sintiendome bien"
"gratitud","estoy muy agradecido de que mi comunidad me apoya quando lo necesito"
"gratitud","me siento bendecido de tener a alguien que me recuerde tomar el medicamento"
"gratitud","agradesco que la enfermeda me enseno a cuidarme mejor y a valorar la salud"
"gratitud","le doy gracias a dios por los medicamentos que existen para controlar esto"
"gratitud","estoy muy agradecido de que mi esposo aprendio a cocinar saludable para los dos"
"gratitud","me siento muy afortunado de que mis niveles mejoraron con el tratamiento"
"gratitud","agradesco mucho que mi medico me trate con respeto y no me haga sentir mal"
"gratitud","le doy gracias a la vida por darme una familia que me cuida tanto"
"gratitud","estoy muy agradecido de que puedo comprar mis medicamentos aunque con sacrificio"
"gratitud","me siento bendecido de tener vecinos que me preguntan como estoy cada dia"
"gratitud","agradesco que me diagnosticaron antes de que se complicara todo mucho mas"
"gratitud","le doy gracias a dios que puedo caminar y hacer cosas aunque tenga diabetis"
"gratitud","estoy muy agradecido de que mi familia cambiara sus abitos de comida por mi"
"gratitud","me siento afortunado de poder asistir a mis citas medicas aunque me cueste trabajo"
"gratitud","agradesco que mi ija busca resetas saludables ricas para que yo no me aburra"
"gratitud","le doy gracias a dios por la fuersa que me da para seguir cada dia"
"gratitud","estoy muy agradecido de que mis analisas mejoraron gracias al tratamiento"
"gratitud","me siento muy bendecido de que mis ijos me lleben al doctor sin quejarse"
"gratitud","agradesco mucho que mi medico me explique las cosas con palabras que entiendo"
"gratitud","le doy gracias a la vida por tener salud suficiente para disfrutar a mis nietos"
"gratitud","estoy muy agradecido de que el imss me de todos los medicamentos que nesecito"
"gratitud","me siento afortunado de tener un medico que se preocupa de verdad por mi"
"gratitud","agradesco que la diabetis no me a quitado la alegria de vivir"
"gratitud","le doy gracias a dios por cada amanecer que puedo ver con mi familia"
"gratitud","estoy muy agradecido de que mis nietos me ayuden a recordar tomar mis pastillas"
"gratitud","me siento muy bendecido de tener a alguien que me apoye en todo esto"
"esperanza_motivacion","voy a poder ya baje mis niveles antes y lo voy a volver a acer otra ves"
"esperanza_motivacion","estoy muy desidido a cambiar mi alimentasion y se que voy a lograrlo si me esfuerso"
"esperanza_motivacion","lei que con ejersisio y dieta se puede controlar muy bien voy a intentarlo de verdad"
"esperanza_motivacion","mi medico me dijo que si me cuido puedo tener una vida completamente normal"
"esperanza_motivacion","se que puedo controlar esto solo nesecito ser mas constante que antes"
"esperanza_motivacion","tengo mucha fe en que voy a mejorar si sigo las instruciones del medico al pie"
"esperanza_motivacion","quiero llegar a ver a mis nietos crecer y eso me da la fuersa para cuidarme bien"
"esperanza_motivacion","empesei a hacer ejersisio y ya siento que mi cuerpo responde un poco mejor"
"esperanza_motivacion","cada analisis que sale mejor me da mas ganas de seguir esforsandome"
"esperanza_motivacion","se que si cambio mis abitos puedo mejorar muchas cosas de mi salud"
"esperanza_motivacion","tengo la esperansa de que la siencia avanse y aya mejores tratamientos pronto"
"esperanza_motivacion","me estoy preparando para vivir muchos años mas con buena calidad de vida"
"esperanza_motivacion","creo que puedo lograrlo otros lo an logrado y yo tambien puedo asserlo"
"esperanza_motivacion","tengo muchas ganas de demostrarle a mi familia que puedo controlar esto"
"esperanza_motivacion","me motiva mucho saber que ay personas que lleban veinte años con diabetis y estan bien"
"esperanza_motivacion","voy a salir adelante con esto tengo muchas rasones para cuidarme bien"
"esperanza_motivacion","se que puedo mejorar si me disiplino un poco mas cada dia"
"esperanza_motivacion","tengo la combicsion de que si me cuido voy a poder disfrutar muchos años mas"
"esperanza_motivacion","me llena de energia saber que cada cosa buena que ago mejora mi salud"
"esperanza_motivacion","quiero llegar sano a la boda de mi ijo y eso me da mucha fuersa para seguir"
"esperanza_motivacion","estoy seguro de que voy a poder controlar esto si le echo ganas de verdad"
"esperanza_motivacion","tengo muchas ganas de empesar de nuebo con mis abitos de salud este año"
"esperanza_motivacion","me motiva mucho ver que otros pasientes an mejorado mucho con el tratamiento"
"esperanza_motivacion","creo en mi mismo y en que puedo salir adelante con esta enfermeda"
"esperanza_motivacion","tengo la esperansa de mejorar mis niveles antes de la proxima cita con el medico"
"esperanza_motivacion","me da mucha energia saber que mis nietos me nesecitan bien y sano"
"esperanza_motivacion","voy a seguir intentandolo aunque me cueste porque se que puedo lograrlo"
"esperanza_motivacion","tengo fe de que con esfuerso y voluntad puedo mejorar mi salud muchisimo"
"esperanza_motivacion","me motiva ver que mis analisas mejoraron aunque sea poquito cada mes"
"esperanza_motivacion","creo que este año va a ser diferente voy a ponerle mas ganas a mi tratamiento"
"esperanza_motivacion","tengo la combicsion de que puedo vivir bien a pesar de la diabetis"
"esperanza_motivacion","me inspiran mucho las personas que viven bien con diabetis ase muchos años"
"esperanza_motivacion","voy a echarle todas las ganas que tengo para mejorar mis niveles pronto"
"esperanza_motivacion","tengo esperansa de que con la nueva medicina voy a mejorar mucho"
"esperanza_motivacion","me motiva mucho que mi medico crea que puedo controlar esto bien"
"esperanza_motivacion","creo que si cuido mi alimentasion y duermo bien voy a mejorar mucho"
"esperanza_motivacion","tengo muchas ganas de demostrarme a mi mismo que puedo controlar la enfermeda"
"esperanza_motivacion","me da fuersa pensar en todo lo bueno que me espera si me cuido bien"
"esperanza_motivacion","voy a poder lograrlo tengo la fuersa y la voluntad para asserlo"
"esperanza_motivacion","tengo esperansa de que mis niveles mejoren antes del siguiente analisis"
"esperanza_motivacion","me motiva mucho saber que tengo a mi familia apoyandome en todo esto"
"esperanza_motivacion","creo que con pasiencia y constansia voy a poder controlar esto bien"
"esperanza_motivacion","tengo muchas ganas de llegar sano a los sesenta años y ver a mis nietos crecer"
"esperanza_motivacion","me da mucha fuersa saber que ay personas que viven muy bien con diabetis"
"esperanza_motivacion","voy a seguir adelante con esto porque tengo muchas rasones para estar bien"
"esperanza_motivacion","tengo la esperansa de que el siguiente analisis me de buenas noticias"
"esperanza_motivacion","me motiva mucho ver que mis esfuersos estan dando resultados aunque sean chicos"
"esperanza_motivacion","creo que puedo tener una buena calidad de vida a pesar de la diabetis"
"esperanza_motivacion","tengo fuersa y ganas de seguir cuidandome porque quiero durar muchos años mas"
"esperanza_motivacion","voy a poder salir adelante con esto porque tengo todo lo que necesito para lograrlo"
"orgullo","esta semana tuve mis mejores niveles en mucho tiempo y me siento muy orgulloso de mi"
"orgullo","llebo tres meses sin salirme de la dieta nunca pense que iba a poder aguantar tanto"
"orgullo","baje sinco kilos desde que empesei a cuidarme y me siento muy bien conmigo mismo"
"orgullo","mi medico me felicito porque mejore mucho mi emoglobina glucosilada este mes"
"orgullo","me siento muy satisfecho de que ya aprendi a cocinar cosas ricas y saludables"
"orgullo","le ensene a mi familia como se ase una alimentasion balanceada y les gusto mucho"
"orgullo","logre dejar el azucar en el cafe y pense que era imposible pero pude al fin"
"orgullo","empesei a caminar todos los dias y ya llebo dos meses sin faltar ni uno solo"
"orgullo","me siento muy bien conmigo mismo estoy cumpliendo con el tratamiento al pie de la letra"
"orgullo","mis niveles estan en rango normal por primera ves desde que me diagnosticaron"
"orgullo","pude ir a la boda de mi ijo sintiendome bien y disfrutando sin preocuparme"
"orgullo","le demostre a mi medico que si puedo controlar esto con pura disiplina"
"orgullo","me siento muy orgulloso de aberle enseñado a mi nieta a comer saludable"
"orgullo","logre bajar mi emoglobina glucosilada de dies a siete en solo seis meses"
"orgullo","nunca pense que iba a poder acer ejercisio y ya corro dies minutos sin parar"
"orgullo","me siento muy orgulloso de no aberme salido de la dieta ni en navidad"
"orgullo","logre controlar mi presion y el azucar al mismo tiempo y eso es muy dificil"
"orgullo","me siento muy bien conmigo de aber cumplido todas mis metas de salud este mes"
"orgullo","pude rechazar el pastel en el cumpleaños de mi nieto y me senti muy fuerte"
"orgullo","logre bajar de peso mas de lo que me pidio el medico y estoy muy contento"
"orgullo","me siento muy orgulloso de aber aprendido a leer las etiketas de los alimentos"
"orgullo","llebo un año entero cuidandome bien y eso me llena de mucho orgullo"
"orgullo","logre convenser a toda mi familia de comer mas saludable con mi ejemplo"
"orgullo","me siento muy satisfecho de aberle cumplido al medico con todas sus indicasiones"
"orgullo","pude ir de paseo con mis nietos sin cansarme tanto como antes y me senti genial"
"orgullo","logre dejar el refresco que tomaba todos los dias y ya no lo estraño para nada"
"orgullo","me siento muy orgulloso de poder platicar de mi enfermeda sin berguensa"
"orgullo","llebo seis meses sin tomar nada de alcohol y me siento muy bien conmigo mismo"
"orgullo","logre acer ejersisio tres veses a la semana durante un mes completo sin fallar"
"orgullo","me siento muy bien al ver que mis esfuersos si estan dando resultados de verdad"
"orgullo","pude controlar mis niveles durante las fiestas y eso fue muy dificil pero lo logre"
"orgullo","logre aprender a cocinar platillos saludables que toda mi familia disfruta"
"orgullo","me siento muy orgulloso de aber ido a todas mis citas medicas sin faltar"
"orgullo","llebo cuatro meses sin salirme de la dieta algo que nunca pense que iba a poder"
"orgullo","logre bajar mi peso asta el rango que me pidio el medico y estoy muy contento"
"orgullo","me siento muy bien de aber cambiado mis abitos de vida para siempre"
"orgullo","pude ir a la fiesta de mis nietos y disfrutar sin comer nada que me isiera daño"
"orgullo","logre mantener mis niveles estables durante todo un mes y eso es muy dificil"
"orgullo","me siento muy orgulloso de aber demostrado que tengo fuersa de voluntad"
"orgullo","llebo dos años controlando bien la diabetis y eso me llena de mucho orgullo"
"orgullo","logre convenser a mi esposa de caminar conmigo todas las mañanas sin faltar"
"orgullo","me siento muy satisfecho de poder desirle al medico que si cumpli todo lo que me dijo"
"orgullo","pude resistir la tentasion de comer cosas que no debo en muchas situasiones dificiles"
"orgullo","logre bajar mis trigliseridos ademas del azucar y el medico estaba muy sorprendido"
"orgullo","me siento muy orgulloso de aber aprendido tanto sobre nutrision y diabetis"
"orgullo","llebo tres meses yendo al jimnasio sin faltar y me siento muy bien fisicamente"
"orgullo","logre que mis nietos quieran comer verduras porque yo se las ago ricas"
"orgullo","me siento muy bien conmigo mismo de aber superado el primer año con diabetis tan bien"
"orgullo","pude correr sinco minutos sin parar algo que nunca pense que iba a poder acer"
"orgullo","logre controlar mi estres mejor y eso a ayudado mucho a mis niveles de azucar"
"alivio","me alivie mucho quando el doctor dijo que mis riñones estan perfectamente bien"
"alivio","que alivio tan grande que el analisis de los ojos salio sin ninguna complicasion"
"alivio","me quito un gran peso de ensima saber que la neuropatia no a avansado nada"
"alivio","por fin bajaron mis niveles llevaba meses con el azucar alta y ya me preocupaba mucho"
"alivio","me senti muy aliviada quando el medico me dijo que todavia no nesecito insulina"
"alivio","que tranquilidad senti quando vi que el glucometro marco siento dies despues de comer"
"alivio","me saque un buen susto quando me bajo el azucar pero gracias a dios reaccione rapido"
"alivio","por fin encontre un medicamento que me funciona bien y no me da efectos secundarios"
"alivio","me alivio mucho que el cardiologo dijera que mi corazon esta muy bien todavia"
"alivio","que bueno que fui al medico a tiempo ya estaba muy preocupado por mis pies"
"alivio","me tranquilizo mucho que el medico me dijera que voy muy bien con el tratamiento"
"alivio","por fin dormi bien despues de semanas de preocupasion por mis analisas"
"alivio","me alivio que la erida en el pie sano bien sin infeksion ni nada"
"alivio","que descansada me senti quando baje dos kilos que ya me estaban preocupando"
"alivio","me tranquilizo mucho que mi ijo aprendiera a reconoser quando me baja el azucar"
"alivio","que alivio tan grande saber que mis ojos estan bien segun el oftalmologo"
"alivio","me senti muy tranquila quando el medico me dijo que no tengo complicasiones todavia"
"alivio","por fin me bajaron el medicamento porque estoy mejorando y eso fue un gran alivio"
"alivio","me alivio mucho saber que el entumesimiento en los pies no es nada grave"
"alivio","que tranquilidad senti quando el medico me dijo que mi presion esta muy bien"
"alivio","me senti muy aliviado de que la crisi que tuve no fue tan grave como pense"
"alivio","por fin entendi como funciona el tratamiento y eso me tranquilizo muchisimo"
"alivio","me alivio mucho que mis analisas salieran mejor de lo que esperaba"
"alivio","que descansó senti quando el medico me dijo que puedo seguir comiendo algunas cosas"
"alivio","me tranquilizo saber que mis nietos no van a eredar la diabetis nesariamente"
"alivio","por fin el dolor en los pies mejoro con el nuevo medicamento y me siento mucho mejor"
"alivio","me alivio mucho que la infeksion que tenia en el dedo sano completamente bien"
"alivio","que tranquilidad quando el medico me dijo que puedo ir de paseo con mi familia"
"alivio","me senti muy aliviada de que el analisis de la emoglobina mejoró bastante"
"alivio","por fin pude dormir tranquilo despues de tanto tiempo preocupado por mis niveles"
"alivio","me alivio mucho saber que el cansansio que sentia no era por complicasion alguna"
"alivio","que descansó me senti quando el medico me dijo que voy por muy buen camino"
"alivio","me tranquilizo mucho que la doctora me explicara bien todo lo que tenia que saber"
"alivio","por fin me quite el miedo de que me fueran a amputar el pie que ya estaba muy asustado"
"alivio","me alivio mucho que el seguro me aprobara todos los medicamentos que nesecito"
"alivio","que tranquilidad saber que puedo seguir trabajando sin que la diabetis me lo impida"
"alivio","me senti muy aliviado quando me dijeron que mis riñones estan funcionando bien"
"alivio","por fin encontre una dieta que me funciona y que puedo seguir sin tanto sacrificio"
"alivio","me alivio mucho que el estudio de los nervios saliera sin problemas serios"
"alivio","que descansó me senti quando pude comer en la fiesta sin subirme el azucar"
"alivio","me tranquilizo mucho que el nuevo medico me explicara todo con mucha pasiencia"
"alivio","por fin mejoro mi presion que tambien estaba alta y eso me preocupaba mucho"
"alivio","me alivio mucho saber que el dolor en el pecho era por el estres y no por el corazon"
"alivio","que tranquilidad saber que mis ojos no an perdido vision por la diabetis"
"alivio","me senti muy aliviada quando el medico me dijo que el bebe de mi ija nacio sano"
"alivio","por fin pude controlar el azucar sin nesecitar insulina gracias al nuevo medicamento"
"alivio","me alivio mucho saber que el adormesimiento en los pies tiene tratamiento bueno"
"alivio","que descansó senti quando el medico me dijo que ya no nesecito ir tan seguido"
"alivio","me tranquilizo mucho saber que con el tratamiento puedo tener una vida normal"
"alivio","por fin se me quito la preocupasion de que iba a tener que ponerme insulina"
"entusiasmo","empesei a caminar por las mañanas y me siento con muchisima energia"
"entusiasmo","me inscribi a un grupo de diabetis y me da mucho gusto aprender con otras personas"
"entusiasmo","encontre resetas delisiosas sin azucar y me emosione mucho assiendolas en casa"
"entusiasmo","empesei a ir al jimnasio y me siento increible con muchas ganas de seguir"
"entusiasmo","me emosione mucho quando el medico me dijo que puedo bajar la dosis si sigo asi"
"entusiasmo","quiero aprender todo sobre la diabetis para poder controlarla cada ves mejor"
"entusiasmo","descubri que cocinar saludable puede ser muy rico y ora me encanta experimentar"
"entusiasmo","me llena de energia saber que cada cosa que ago bien mejora mi salud poco a poco"
"entusiasmo","empesei un diario de mis niveles y me emosiona ver la tendencia mejorar cada semana"
"entusiasmo","me apunte a una clase de zumba para diabeticos y me esta gustando muchisimo"
"entusiasmo","tengo muchas ganas de llegar a mis metas de salud este año que comienza"
"entusiasmo","encontre un grupo en linea de personas con diabetis y me anima mucho leer sus istorias"
"entusiasmo","me entusiasmé mucho con una aplicasion que me ayuda a controlar mis niveles"
"entusiasmo","estoy muy emosionado de empesar con la nueva rutina que me recomendo mi medico"
"entusiasmo","me dan muchas ganas de cuidarme quando veo cuanto an mejorado mis analisas"
"entusiasmo","estoy muy emocionado de aber encontrado resetas ricas que puedo comer sin culpa"
"entusiasmo","me entusiasma mucho cada bes que veo que mis niveles mejoran aunque sea poquito"
"entusiasmo","tengo muchas ganas de aprender a cocinar platillos saludables pa toda la familia"
"entusiasmo","empesei a tomar clases de cocina saludable y me esta gustando muchisimo"
"entusiasmo","me emosiona mucho saber que puedo mejorar mi salud con mis propias desisiones"
"entusiasmo","estoy muy entusiasmado con el plan de ejersisio que me dio el medico"
"entusiasmo","tengo muchas ganas de demostrar que un diabetico puede vivir muy bien"
"entusiasmo","me llena de energia cada logro pequeño que tengo en mi tratamiento"
"entusiasmo","empesei a medirme el azucar con mas frecuencia y me emosiona ver los resultados"
"entusiasmo","tengo muchas ganas de compartir mis avanses con otros diabeticos que neseciten motivasion"
"entusiasmo","me entusiasma mucho la idea de poder dejar algunos medicamentos si mejoro mas"
"entusiasmo","estoy muy emosionado de aber encontrado una comunidad de diabeticos que me apoya"
"entusiasmo","tengo muchas ganas de aprender mas sobre nutrision y como me afecta la comida"
"entusiasmo","me llena de entusiasmo saber que tengo el control de mi salud en mis manos"
"entusiasmo","empesei a cocinar diferente para toda mi familia y les esta gustando muchisimo"
"entusiasmo","me emosiona mucho ver que mis esfuersos estan teniendo resultados buenos"
"entusiasmo","tengo muchas ganas de llegar sano a la fiesta de quinse años de mi nieta"
"entusiasmo","me entusiasma mucho cada nueva cosa que aprendo sobre como cuidarme mejor"
"entusiasmo","estoy muy emocionado de empesar a comer mejor y sentirme mas lleno de energia"
"entusiasmo","tengo muchas ganas de seguir mejorando y de no estancarme en mis avanses"
"entusiasmo","me llena de entusiasmo saber que ay muchas formas de comer rico sin dañarme"
"entusiasmo","empesei a acer ejersisio en casa y me siento con mucha mas energia que antes"
"entusiasmo","me emosiona mucho que mi familia me apoye tanto en mis cambios de alimentasion"
"entusiasmo","tengo muchas ganas de compartir mis resetas saludables con mis amigas"
"entusiasmo","me entusiasma mucho la posibilidad de mejorar mis analisas en la proxima cita"
"entusiasmo","estoy muy emosionado de empesar el año con nuevas metas de salud bien definidas"
"entusiasmo","tengo muchas ganas de seguir aprendiendo sobre como cuidarme mejor cada dia"
"entusiasmo","me llena de energia saber que estoy tomando el control de mi enfermeda"
"entusiasmo","empesei a ir a caminar con mis vesinos y me esta gustando mucho convivir"
"entusiasmo","me emosiona mucho cada ves que el medico me dise que voy bien con el tratamiento"
"entusiasmo","tengo muchas ganas de poder redusir mis medicamentos con disiplina y esfuerso"
"entusiasmo","me entusiasma mucho la idea de poder vivir bien muchos años mas con diabetis"
"entusiasmo","estoy muy emocionado de empesar a cuidarme mejor que nunca antes lo e echo"
"entusiasmo","tengo muchas ganas de poder desirle al medico que cumpli todas sus indicasiones"
"entusiasmo","me emosiona mucho cada pequeño paso que doy hacia tener mejor salud"
"alegria","oy me siento muy bien pude ir a la fiesta de mi nieto y la disfrute muchisimo"
"alegria","me puse muy contento quando mis niveles salieron perfectos en el analisis de laboratorio"
"alegria","oy amanecio bien el azucar y eso me pone de muy buen umor todo el dia"
"alegria","me da mucha felicidad poder jugar con mis nietos sin cansarme tanto como antes"
"alegria","oy cocinamos en familia un menu especial para mi y me senti muy querido por todos"
"alegria","me puse muy feliz quando pude ponerme un pantalon que ya no me quedaba"
"alegria","que alegria tan grande ver que mis esfuersos estan dando resultados de verdad"
"alegria","oy me senti tan bien que sali a caminar de mas sin cansansio ni nada malo"
"alegria","me da mucha alegria poder comer rico sin salirme de la dieta que me pusieron"
"alegria","oy festejamos en familia que llebo un año con mis niveles controlados muy bien"
"alegria","me senti muy feliz quando mi medico me dijo que soy su pasiente mas disiplinado"
"alegria","que gusto tan grande poder bailar en la boda de mi sobrina sin preocuparme"
"alegria","me lleno de alegria que mi nieta me dijera que quiere ser doctora para curarme"
"alegria","oy desperte sintiendome muy bien y con muchas ganas de que el dia sea muy bonito"
"alegria","me puse muy contento al ver que ya puedo acer actividades que antes no podia"
